,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor,status,stamped team
10,2-s2.0-85150020082,10.1016/j.ress.2023.109212,S0951832023001278,,Vulnerability analysis of demand-response with renewable energy integration in smart grids to cyber attacks and online detection methods,ar,Article,Tang D.,60106017;60030506;60023256;60022414;60001873;126155744,Université Paris-Saclay;Mines Paris - PSL;Politecnico di Milano;Wuhan University of Technology;Kyung Hee University;Ltd.,Gif-sur-Yvette;Paris;Milan;Wuhan;Seoul;Ningbo,France;France;Italy;China;South Korea;China,3,"Tang, Daogui;Fang, Yi Ping;Zio, Enrico",57158232900;55659850100;7005289082,60022414-126155744-60106017;60106017;60030506-60023256-60001873,2023-07-01,July 2023,Reliability Engineering and System Safety,09518320,13853,,Journal,235,,109212,,"The two-way information exchange between customers and the utility in smart grids enables demand-response programs of customers and the integration of distributed renewable energy resources. However, this also makes the demand-response programs vulnerable to cyber attacks. In this paper, we study cyber attacks that target customers’ demand-response programs in smart grids by injecting false consumption and generation information. Then, as a countermeasure, an online detector based on convolutional neural networks is designed to detect the cyber attacks and mitigate impacts. The vulnerability of power distribution systems with and without the proposed detector is analyzed with reference to a case study concerning the IEEE 34 bus test feeder. The results show that the power distribution systems is vulnerable to the studied cyber attack and the proposed detector can achieve high accuracy and mitigate the impact of cyber attacks with fixed change rates, whereas the attacks with variable change rates are inherently challenging to detect.",Convolutional neural network | Cyber attacks detector | Demand-response | Distributed renewable energy resources | Smart grids,0,0,,,CSC,201700810141,China Scholarship Council,Already existed in HAL!,Already existed in the stamped team!
11,2-s2.0-85149406585,10.1016/j.ress.2023.109199,S095183202300114X,,Dynamic predictive maintenance for multiple components using data-driven probabilistic RUL prognostics: The case of turbofan engines,ar,Article,Mitici M.,60117954;60106017;60007989,"Faculteit Luchtvaart- en Ruimtevaarttechniek, TU Delft;Université Paris-Saclay;Universiteit Utrecht",Delft;Gif-sur-Yvette;Utrecht,Netherlands;France;Netherlands,4,"Mitici, Mihaela;de Pater, Ingeborg;Barros, Anne;Zeng, Zhiguo",56102768600;57223651872;7102745133;55348807500,60007989;60117954;60106017;60106017,2023-06-01,June 2023,Reliability Engineering and System Safety,09518320,13853,,Journal,234,,109199,,"The increasing availability of condition-monitoring data for components/systems has incentivized the development of data-driven Remaining Useful Life (RUL) prognostics in the past years. However, most studies focus on point RUL prognostics, with limited insights into the uncertainty associated with these estimates. This limits the applicability of such RUL prognostics to maintenance planning, which is per definition a stochastic problem. In this paper, we therefore develop probabilistic RUL prognostics using Convolutional Neural Networks. These prognostics are further integrated into maintenance planning, both for single and multiple components. We illustrate our approach for aircraft turbofan engines. The results show that the optimal replacement time for the engines is close to the lower bound of the 99% confidence interval of the RUL estimates. We also show that our proposed maintenance approach leads to a cost reduction of 53% compared to a traditional Time-based maintenance strategy. Moreover, compared with the ideal case when the true RUL is known in advance (perfect RUL prognostics), our approach leads to a limited number of failures. Overall, this paper proposes an end-to-end framework for data-driven predictive maintenance for multiple components, and showcases the potential benefits of data-driven predictive maintenance on cost and reliability.",Aircraft | C-MAPSS turbofan engines | Maintenance scheduling | Predictive maintenance planning | Probabilistic remaining useful life prognostics,9,1,repositoryvor,Green,,undefined,EDF Energy,Already existed in HAL!,Already existed in the stamped team!
12,2-s2.0-85133565648,10.1111/risa.13995,,35802008.0,Improving the resilience of power grids against typhoons with data-driven spatial distributionally robust optimization,ar,Article,Yin Z.,60277664;60108865;60106017;60018308;60013983,"Shenzhen Institute of Artificial Intelligence and Robotics for Society;The Chinese University of Hong Kong, Shenzhen;Université Paris-Saclay;Xi'an Jiaotong University;City University of Hong Kong",Shenzhen;Shenzhen;Gif-sur-Yvette;Xi'an;Hong Kong,China;China;France;China;Hong Kong,5,"Yin, Zhaoyuan;Fang, Chao;Yang, Haoxiang;Fang, Yiping;Xie, Min",57787782800;55085184900;57207732787;55659850100;9634359100,60013983;60018308;60108865-60277664;60106017;60013983,2023-05-01,May 2023,Risk Analysis,02724332,26372,15396924,Journal,43,5,,979-993,"In recent years, the increased frequency of natural hazards has led to more disruptions in power grids, potentially causing severe infrastructural damages and cascading failures. Therefore, it is important that the power system resilience be improved by implementing new technology and utilizing optimization methods. This paper proposes a data-driven spatial distributionally robust optimization (DS-DRO) model to provide an optimal plan to install and dispatch distributed energy resources (DERs) against the uncertain impact of natural hazards such as typhoons. We adopt an accurate spatial model to evaluate the failure probability with regard to system components based on wind speed. We construct a moment-based ambiguity set of the failure distribution based on historical typhoon data. A two-stage DS-DRO model is then formulated to obtain an optimal resilience enhancement strategy. We employ the combination of dual reformulation and a column-and-constraints generation algorithm, and showcase the effectiveness of the proposed approach with a modified IEEE 13-node reliability test system projected in the Hong Kong region.",distributed energy resources | distributionally robust optimization | power grids | resilience analytics | typhoon hazards,3,0,,,NSFC,71971181,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
13,2-s2.0-85135760993,10.1109/TR.2022.3187075,,,Fusing Conflicting Multisource Imprecise Information for Reliability Assessment of Multistate Systems: A Two-Stage Optimization Approach,ar,Article,Xiahou T.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Xiahou, Tangfan;Zeng, Zhiguo;Liu, Yu;Huang, Hong Zhong",57202959803;55348807500;57116628700;9744861000,60005465;60106017;60005465;60005465,2023-03-01,1 March 2023,IEEE Transactions on Reliability,00189529,17387,15581721,Journal,72,1,,90-105,"Expert knowledge is an important information source for system reliability assessment, especially when historical data are limited. However, when elicited, expert knowledge is often imprecise with large uncertainty. Moreover, as experts usually own different expertise and knowledge, the elicited knowledge from different experts might be conflicting. In this article, a two-stage optimization model is put forth to fuse the imprecise and conflicting information from multiple sources to assess reliability of multistate systems. The degradation of the components in the multistate system is modeled via imprecise Markov models. Then, in the first-stage optimization, upper and lower bounds of the degradation model parameters are determined by minimizing the conflict between the prediction of the model and the multisource imprecise information elicited from experts. A particle swarm optimization algorithm is tailored to solve the computational problems brought by the presence of high-dimensional decision variables and resolve the optimization problem. The second-stage optimization is, then, conducted to identify the upper and lower bounds of the system reliability function given that the degradation model parameters are constrained in the bounds obtained from the first-stage optimization. A numerical example, along with a radar display and control system, is used to demonstrate the effectiveness and applicability of the proposed method.",Multisource imprecise information | multistate system (MSS) | reliability assessment | two-stage optimization,4,0,,,NSFC,71771039,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
14,2-s2.0-85124824078,10.1109/TR.2021.3132774,,,Resilience Enhancement for Multistate Interdependent Infrastructure Networks: From a Preparedness Perspective,ar,Article,Wang K.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Wang, Kai;Xu, Zhaoping;Liu, Yu;Fang, Yiping",56447344400;57203885223;57116628700;55659850100,60005465;60005465;60005465;60106017,2023-03-01,1 March 2023,IEEE Transactions on Reliability,00189529,17387,15581721,Journal,72,1,,190-203,"Reducing vulnerability and enhancing resilience of infrastructure networks subject to uncertain disruptions is a challenging task as these networks become increasingly interconnected and interdependent. This article devotes to addressing the preparedness planning problem of interdependent infrastructure networks. The interdependency between infrastructure networks is characterized by a two-way physical interdependency, that is, the state of one infrastructure network is dependent on that of another infrastructure network, and vice versa. Furthermore, the multistate characteristics of infrastructure networks are taken into account and accommodated to the studied physical interdependency. A tailored two-stage stochastic programming framework, which is able to cope with the uncertainty associated with disruption scenarios, is put forth to facilitate an effective resilience enhancement strategy under a limited budget. In this framework, the first-stage problem selects the optimal protection levels of network components in advance, whereas the second-stage problem optimizes the network operation after a disruption scenario occurs. The proposed framework is implemented to an illustrative system composed of interdependent power-water distribution networks to demonstrate the effectiveness of the resilience enhancement strategy.",Interdependent infrastructure networks | multistate network | resilience | two-stage stochastic programming | vulnerability,4,0,,,NSFC,71771039,National Natural Science Foundation of China,Already existed in HAL!,Already existed in the stamped team!
15,2-s2.0-85174485754,10.1007/978-981-99-6511-3_20,,,PRODEC-Based Task Analysis for the Design of Semi-Automated Trains,cp,Conference Paper,Sun Y.,60278823;60106017;60032456,ESTIA;Université Paris-Saclay;SNCF,Bidart;Gif-sur-Yvette;Paris,France;France;France,4,"Sun, Yang;Boy, Guy André;Sango, Marc;Barros, Anne",58655818000;6603717509;55353671400;7102745133,60106017-60032456;60106017-60278823;60032456;60106017,2023-01-01,2023,Lecture Notes in Electrical Engineering,18761100,19700186822,18761119,Book Series,1085 LNEE,,,220-230,"The deployment of high-speed automated trains is a worldwide objective for railway stakeholders. The French railway operator SNCF has conducted several safety-oriented analyses and studies to better understand Automated Train Operation (ATO) impacts. But none of them is supported by human-the-loop simulation (HITLS). In PRODEC, AS-IS scenarios based on existing declarative configurations can help to project TO-BE scenarios based on new declarative configurations of the system to be designed. This paper is dedicated to the task analysis of the scenarios selected and constructed by safety analysis. The comparison between the train driver’s tasks in AS-IS scenarios at Grade of Automation 1 (GoA1) for manual driving and the train driver’s tasks in TO-BE scenarios at Grade of Automation 2 (GoA2) for teaming with ATO and ETCS enables to discover design gap and tasks evolutions to project potential functions and infrastructures.",BPMN | Human System Integration | Human-in-the-loop simulation | PRODEC | Railway | Safety analysis,0,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
16,2-s2.0-85172788020,10.5220/0011669800003396,,,Opportunistic Maintenance of Multi-Component Systems Under Structure and Economic Dependencies: A Healthcare System Case Study,cp,Conference Paper,Boujarif A.,60106638;60106017;123285744,"GE Healthcare, France;Université Paris-Saclay;Rutgers University",Aulnay-sous-Bois;Gif-sur-Yvette;Hoboken,France;France;United States,5,"Boujarif, Abdelhamid;Coit, David W.;Jouini, Oualid;Zeng, Zhiguo;Heidsieck, Robert",57266980700;7006816402;18535501100;55348807500;57225292497,60106017;123285744;60106017;60106017;60106638,2023-01-01,2023,International Conference on Operations Research and Enterprise Systems,,21101180312,21844372,Conference Proceeding,,,,158-166,"This paper presents an opportunistic maintenance model for a multi-component system. We develop a model that considers the ages and residual values of the non-failed components and component failure time distributions. We also consider the structural and economical dependency between the items by favoring grouped over individual replacement to reduce operation costs. We use a genetic algorithm to derive the optimal opportunistic maintenance plan by minimizing the long-run operational cost considering both maintenance cost and potential penalty costs due to failure in the future. The model recommends additional preventive operations in cases where the reliability does not satisfy the quality condition and to reduce the long-run operational cost. A sensitivity analysis shows that the optimal decision is mainly affected by the logistic cost, the interest rate, and the planning horizon. The model’s performance has been evaluated using several real case problems, demonstrating that the proposed method is very efficient.",Economic Dependence | Multi-Component Systems | Opportunistic Maintenance | Reliability | Structure,0,1,publisherhybridgold,Hybrid Gold,EDF,undefined,Orange,Already existed in HAL!,Already existed in the stamped team!
17,2-s2.0-85163409968,10.1007/978-3-031-34020-8_12,,,Condition-Based Maintenance Optimization Under Large Action Space with Deep Reinforcement Learning Method,cp,Conference Paper,Bi P.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,4,"Bi, Peng;Fang, Yi Ping;Roux, Matthieu;Barros, Anne",58394465500;55659850100;58348323400;7102745133,60106017;60106017;60106017;60106017,2023-01-01,2023,Communications in Computer and Information Science,18650929,17700155007,18650937,Book Series,1824 CCIS,,,161-172,"Effective maintenance is essential in keeping industrial systems running and avoiding failure. Condition-based maintenance (CBM) leverages the current degradation condition of the studied object to optimize future maintenance interventions. CBM optimization problems are complex for multi-component systems, facing the issue of the curse of dimensionality brought by the increase in the number of components. Reinforcement learning provides a promising perspective to overcome the issue. In this paper, we studied CBM optimization for a multi-component system in which the components degrade subject to the gamma process independently. We considered multiple maintenance choices for individual components, leading to a large combinatorial action space. In this case, traditional deep reinforcement learning algorithms like DQN may struggle to face the inefficiency of exploration. Instead, we propose exploiting Branching Dueling Q-network (BDQ), which incorporates the action branching architecture into DQN to drastically decrease the number of estimated actions. We trained a learning agent to minimize the expected cost for a long time horizon by taking maintenance actions according to the observed exact degrading signal for each component. We compared the policy learned by the agent with some other pre-defined static policies. The numerical results demonstrate the effectiveness of the learning algorithm and its potential for application in systems with more complex structures.",Branching Dueling Q-Network | Condition-based maintenance | Deep Reinforcement learning | Optimal maintenance planning,0,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
18,2-s2.0-85151498277,10.1109/ISGT51731.2023.10066340,,,Restoration Modeling and Optimization of Hybrid Overhead-Underground Power Distribution Systems,cp,Conference Paper,Belaid Y.N.,60106017;60029873,Université Paris-Saclay;Electricité de France,Gif-sur-Yvette;Paris,France;France,5,"Belaid, Youba Nait;Fang, Yiping;Zeng, Zhiguo;Coudray, Patrick;Barros, Anne",57224087723;55659850100;55348807500;57224084974;7102745133,60106017-60029873;60029873;60029873;60106017;60029873,2023-01-01,2023,"2023 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2023",,21101144491,,Conference Proceeding,,,,,"Disaster awareness increased in recent years among power system stakeholders to face many natural, technical, and malicious adversities. The smart distribution grid (SDG) is thereby at the core of proposed system enhancements, due to its high fragility as well as being the interface to most newly intro-duced grid applications (distributed energy resources, electrical vehicles, industrial Internet-of- Things, etc.). The SDG can be characterized by the type of lines composing the feeders (over-head and/or underground) and deployed intelligent electronic devices (IED) that allow efficient monitoring, protection, and control of the system. This paper proposes an optimization formulation to enhance the resilience of overhead and underground networks, while considering the coupling between power grid operation and the communicating remote-controlled switches (RCS). Novel radiality constraints are introduced to guarantee the tree structure during operation. Results from testing the model in a real network show the validity of proposed radiality constraints and quantify the gap in terms of achieved resilience between full overhead and hybrid overhead-underground networks.",Communication | Optimization | Overhead and Under-ground Networks | Radiality | Resilience | Smart Grid,0,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
19,2-s2.0-85141134865,10.1080/24725854.2022.2125602,,,Remaining useful life prediction with imprecise observations: An interval particle filtering approach,ar,Article,Xiahou T.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Xiahou, Tangfan;Liu, Yu;Zeng, Zhiguo;Wu, Muchen",57202959803;57116628700;55348807500;57812856400,60005465;60005465;60106017;60005465,2023-01-01,2023,IISE Transactions,24725854,21100794597,24725862,Journal,55,11,,1075-1090,"Particle Filtering (PF) has been widely used for predicting Remaining Useful Life (RUL) of industrial products, especially for those with nonlinear degradation behavior and non-Gaussian noise. Traditional PF is a recursive Bayesian filtering framework that updates the posterior probability density function of RULs when new observation data become available. In engineering practice, due to the limited accuracy of monitoring/inspection techniques, the observation data available for PF are inevitably imprecise and often need to be treated as interval data. In this article, a novel Interval Particle Filtering (IPF) approach is proposed to effectively leverage such interval-valued observations for RUL prediction. The IPF is built on three pillars: (i) an interval contractor that mitigates the error explosion problem when the epistemic uncertainty in the interval-valued observation data is propagated; (ii) an interval intersection method for constructing the likelihood function based on the interval observation data; and (iii) an interval kernel smoothing algorithm for estimating the unknown parameters in the IPF. The developed methods are applied on the interval-valued capacity data of batteries and fatigue crack growth data of railroad tracks. The results demonstrate that the developed methods could improve the performance of RUL predictions based on interval observation data.",epistemic uncertainty | imprecise observation | interval kernel smoothing | Interval particle filtering | remaining useful life,4,0,,,,undefined,,Already existed in HAL!,Already existed in the stamped team!
