eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85142261493,10.1016/j.ifacol.2022.09.011,S240589632201182X,,A distributionally robust approach for the optimal protection of power networks with endogenous uncertainty,cp,Conference Paper,Bellè A.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,4,"Bellè, Andrea;Fang, Yi Ping;Zeng, Zhiguo;Barros, Anne",57286978200;55659850100;55348807500;7102745133,60106017;60106017;60106017;60106017,2022-07-01,1 July 2022,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,55,16,,122-127,"Power networks are among the most important infrastructures in any society, and protecting them from a large variety of disruptive events is an essential task. Finding an optimal protection plan often takes the form of a multilevel optimization problem. Recently, approaches based on distributionally robust optimization (DRO) have gained the attention of many scholars. In fact, DRO allows protecting the decision-maker from the ambiguity arising from the imprecisely identified probability distributions of the failure scenarios. In this framework, the probability distribution of the failure scenarios is assumed to be known ambiguously, and contained in an ambiguity set defined by moment-based conditions. In practice, some decisions taken in the protection plan affect the conditions of the ambiguity set. We refer to this situation as DRO with endogenous uncertainty. In this paper, we study the impact of the endogenous uncertainty on the optimal protection plan of a power network, using a numerical example built upon the IEEE 14-bus system with a traditional moment-based ambiguity set.",critical infrastructures | distributionally robust optmization | moment-based ambiguity set | optimal protection | Power network,0,1,publisherfree2read,Bronze,,undefined,
2-s2.0-85142256931,10.1016/j.ifacol.2022.09.012,S2405896322011831,,Maintenance Planning under Imperfect Monitoring: An Efficient POMDP Model Using Interpolated Value Function,cp,Conference Paper,Roux M.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,3,"Roux, M.;Fang, Y. P.;Barros, A.",58348323400;55659850100;7102745133,60106017;60106017;60106017,2022-07-01,1 July 2022,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,55,16,,128-135,"We develop in this paper a partially observable Markov decision process (POMDP) model for a maintenance planning problem and solve it with an efficient point-based value iteration (PBVI) algorithm. We consider a single-unit system, subjected to random degradation and failures, and for which the current degradation state can be partially observed via an imperfect monitoring system. The system state space is finite, and we model the following maintenance operations: i) perfect inspection, ii) preventive maintenance and iii) corrective maintenance. The goal is to optimize the maintenance policy by taking into account the imperfect monitoring data in order to minimize the expected discounted maintenance cost over an infinite time horizon. We formulate the problem as a POMDP where, at each time step, it should be decided whether or not to conduct a maintenance operation, and if so, which one. To keep the model general and flexible, we suppose that monitoring data are collected every K time steps (i.e. one observation epoch). The model is completed by a constraint imposing that only one maintenance operation can be conducted per observation epoch. Eventually, we solve it using a PBVI algorithm. The value function is approximated by interpolation of grid data points, and new relevant points are dynamically added into the grid where they most improve the value function. This approach is compared to a POMDP modeling based on approximate sample paths (ASP); when evaluated in different cost scenarios, the proposed approach systematically finds better maintenance policies for a comparable computation time. The computation of a lower bound finally proves that we are able to get the optimal value of the problem with satisfying precision.",condition-based maintenance | imperfect monitoring | optimal maintenance planning | partially observable Markov decision process | point-based value iteration,0,1,repositoryam,Green,EDF,undefined,Electricité de France
2-s2.0-85142234353,10.1016/j.ifacol.2022.09.013,S2405896322011843,,Resilience Optimization of Wide-Area Control in Smart Distribution Grids,cp,Conference Paper,Belaid Y.N.,60106017;60029873,Université Paris-Saclay;Electricité de France,Gif-sur-Yvette;Paris,France;France,6,"Belaid, Youba Nait;Fang, Yi Ping;Zeng, Zhiguo;Legendre, Anthony;Coudray, Patrick;Barros, Anne",57224087723;55659850100;55348807500;57195685544;57224084974;7102745133,60029873;60106017;60106017;60029873;60029873;60106017,2022-07-01,1 July 2022,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,55,16,,136-141,"Large-scale power distribution networks rely on the wide-area control (WAC) function to conduct daily grid operations. Grid control is even more critical during extreme events as the WAC function is required to orchestrate the response to contingencies and enhance the power system resilience through failure localization, isolation, and service restoration. Both power and telecommunication domains are involved in control applications, giving rise to multiple cyber-physical interdependencies. This paper proposes a resilience-based optimization of the distribution service restoration (DSR) by coordinating strategies of crew dispatch and manual/remote switches operation. The telecommunication service and underlying infrastructure are identified as main enablers of the co-optimization as all considered resilience strategies communicate with the control center that collects crisis management information. Therefore, the availability of telecom points in terms of power supply is examined in this work. Failure propagation in the coupled power-telecom network is highlighted, and differences in failure propagation between overhead and underground power lines are explored. The proposed approach is formulated as a mixed-integer linear programming (MILP) model, evaluated under a multi-feeder interdependent power-telecom test network. Results show that combined scheduling of resilience strategies as well as prioritization of power supply to telecom points-of-interest, yield an enhanced recovery strategy.",Distribution Service Restoration | Extreme Event | MILP | Resilience | Wide Area Control,0,1,repositoryam,Green,EDF,undefined,Orange
2-s2.0-85139388609,10.1109/TIM.2022.3207837,,,An Improved Triplet Network for Electromechanical Actuator Fault Diagnosis Based on Similarity Strategy,ar,Article,Wang J.,60106017;60016521,Université Paris-Saclay;Sichuan University,Gif-sur-Yvette;Chengdu,France;China,5,"Wang, Jianyu;Zeng, Zhiguo;Zhang, Heng;Barros, Anne;Miao, Qiang",57206675800;55348807500;57193887368;7102745133;55572424500,60016521-60106017;60106017;60016521;60106017;60016521,2022-01-01,2022,IEEE Transactions on Instrumentation and Measurement,00189456,15361,15579662,Journal,71,,3525210,,"Deep learning-based methods have been widely used and achieved state-of-the-art performance in fault diagnosis of an electromechanical actuator (EMA). Traditional deep learning methods face three major challenges, i.e., when the training dataset is limited, unbalanced, and/or when the model is applied in the different working conditions from the training dataset. In this article, we propose an improved deep learning-based fault diagnosis framework for EMAs based on triplet network with coupled cluster losses. Unlike the traditional approaches, the proposed framework learns to predict similarity between samples, rather than the fault labels directly. The trained model is used to calculate the distance between testing samples and a set of benchmark samples with known labels. Fault diagnosis is, then, conducted based on the $K$-nearest neighbor algorithm. Experiments on a real-world EMA dataset from NASA show that the developed framework can improve the performance of traditional deep learning-based approaches under the three challenges.",Domain difference | fault diagnosis | limited dataset | triplet network | unbalanced dataset,0,0,,,NSFC,2020YFH0022,Sichuan Province Science and Technology Support Program
2-s2.0-85131332790,10.3303/CET2290025,,,A Risk Aspect of Periodic Testing on Pressure Relief Valves,ar,Article,Lee S.,60122384;60108239;60013141,CentraleSupélec - Paris-Saclay;SINTEF Digital;Norges Teknisk-Naturvitenskapelige Universitet,Gif-sur-Yvette;Trondheim;Trondheim,France;Norway;Norway,4,"Lee, Shenae;Barros, Anne;Lundteigen, Mary Ann;Paltrinieri, Nicola",57207065845;7102745133;16480678700;6504465608,60013141-60108239;60122384;60013141;60013141,2022-01-01,2022,Chemical Engineering Transactions,,19600161818,22839216,Journal,90,,,145-150,"A pressure relief valve (PSV) is a key safety barrier to prevent the catastrophic rupture of pressure equipment in a process plant. The safety function of a PSV is to open and relieve the pressure when the equipment pressure exceeds the predefined set point. To achieve the desired availability of the PSV function, periodic function testing is regularly performed to confirm the correct functioning of a PSV. If a fault of the PSV function is detected by a function test, the PSV is repaired to a functioning state. For this reason, the interval between function tests has a direct influence on the probability of failure on demand (PFD) of the PSV function. On the other hand, unwanted leakage can occur due to human errors made during the preparation prior to a test and the reinstatement after the test. Such leakage is not desired due to the potential for being ignited and causing a major accident, but this aspect is often not considered in the availability assessment of PSVs. Therefore, this paper suggests a multi-phase Markov approach that can estimate the PFD of a PSV as well as the frequency of the leaks induced by the periodic tests. The suggested approach may be suitable for supporting the decision about the test interval for a PSV, considering both reliability and risk effect of extending the function test interval.",,1,0,,,,undefined,
2-s2.0-85129636032,10.1109/ICIN53892.2022.9758134,,,Petri Net-Based Model for 5G and beyond Networks Resilience Evaluation,cp,Conference Paper,Li R.,60106017;127279148,Université Paris-Saclay;Orange Innovation,Gif-sur-Yvette;Chatillon,France;France,5,"Li, Rui;Decocq, Bertr;Barros, Anne;Fang, Yiping;Zeng, Zhiguo",57670573100;6507823773;7102745133;55659850100;55348807500,127279148-60106017;127279148;60106017;60106017;60106017,2022-01-01,2022,"Proceedings of the 25th Conference on Innovation in Clouds, Internet and Networks, ICIN 2022",,21101088247,,Conference Proceeding,,,,131-135,"The promise of telecommunication networks to deliver more demanding and complex applications requires them to become more flexible and efficient. To achieve better performance, telecommunication networks adopt technologies such as NFV (Network Function Virtualization). However, this evolution also brings more potential risks to the telecommunication network. Reliability and resilience are becoming critical for service delivery in the networks. To answer to service requirements of high level availability and reliability, a model with a global view of infrastructure, virtual network elements, and network layer structure is required. Toward this end, this paper presents a Petri Net method to model 5G and beyond telecommunication networks. We introduce an extended Petri Net to model physical infrastructure, virtual infrastructure, network services, their behaviors, and dependencies. We present a simulation result on network availability estimation. This result shows the potential of the Petri Net-based model to be applied to a complex telecommunication system resilience assessment.",5G networks | availability | B5G | modeling | Petri Net | resilience | simulation,5,0,repositoryam,Green,,undefined,
2-s2.0-85116573986,10.1016/j.ress.2021.108091,S0951832021005871,,Modeling and vulnerability analysis of interdependent railway and power networks: Application to British test systems,ar,Article,Bellè A.,60106017;60032456;60029873,Université Paris-Saclay;SNCF;Electricité de France,Gif-sur-Yvette;Paris;Paris,France;France;France,5,"Bellè, Andrea;Zeng, Zhiguo;Duval, Carole;Sango, Marc;Barros, Anne",57286978200;55348807500;25645587200;55353671400;7102745133,60106017;60106017;60029873;60032456;60106017,2022-01-01,January 2022,Reliability Engineering and System Safety,09518320,13853,,Journal,217,,108091,,"Railway and power networks are among the most important critical infrastructures and their vulnerability under different types of disrupting events has been analyzed extensively. However, the increasing degree of interconnection between these two critical infrastructures makes it necessary to consider the multiple interdependencies when conducting vulnerability assessments. We propose an approach for the modeling and vulnerability analysis of interdependent railway and power networks which accounts for a realistic coupling through the traction power network, which acts as an interface. Moreover, we consider cascading failures within and between networks. With the proposed model, we show that failures in the power network have a considerable negative impact on the railway network. In addition, our analysis shows that the dependency of the railway network on the power network can considerably impact vulnerability and cascading failures dynamics of the power network.",Cascading failures | Critical infrastructures | Interdependent networks | Power network | Railway network | Vulnerability,30,0,,,,undefined,
2-s2.0-85114129750,10.1016/j.ress.2021.107956,S0951832021004671,,Introduction of degradation modeling in qualification of the novel subsea technology,ar,Article,Srivastav H.,60122384;60013141,CentraleSupélec - Paris-Saclay;Norges Teknisk-Naturvitenskapelige Universitet,Gif-sur-Yvette;Trondheim,France;Norway,3,"Srivastav, Himanshu;Lundteigen, Mary Ann;Barros, Anne",57204949765;16480678700;7102745133,60013141;60013141;60122384,2021-12-01,December 2021,Reliability Engineering and System Safety,09518320,13853,,Journal,216,,107956,,"All-electric systems are the novel subsea technology that is an upgrade of widely deployed electro-hydraulic control systems. They promised more reliable equipment and a safer environment. An all-electric production system performs several functions related to hydrocarbon production control. It also performs safety functions by isolating the reservoir from the environment. Safety functions are performed by activation of safety valves. These safety valves include electric springs in their design instead of mechanical springs. Failure modes and effects analysis of these valves show that interruptions in the power supply appear as random demands to the safety valves, and experiencing such demands may deteriorate their performance. However, the current reliability assessment of safety valves does not consider any degradation phenomena. This paper's main objective is to investigate the degradation modes caused by demands and their influence on the all-electric actuation system's performance under different maintenance strategies. A degradation modeling framework based on the multiphase Markov process is proposed. The impact of demand is modeled by changing the initial condition or by increasing the transition rates between two degraded states. The amplitude of the increment depends on the condition at the time of the demand. Analytical formulae are developed for the time-dependent reliability assessment.",All-electric subsea production system | Degradation due to demands | Harmful testing | Multiphase Markov process | Safety performance assessment | Technology qualification,4,1,publisherfree2read,Bronze,,undefined,Norges Forskningsråd
2-s2.0-85102481545,10.1016/j.ress.2021.107540,S0951832021000983,,Piecewise deterministic Markov process for condition-based maintenance models — Application to critical infrastructures with discrete-state deterioration,ar,Article,Arismendi R.,60106066;60023736;60013141,Laboratoire Génie Industriel;Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Chatenay-Malabry;Troyes;Trondheim,France;France;Norway,3,"Arismendi, Renny;Barros, Anne;Grall, Antoine",57218438921;7102745133;6701840942,60013141;60106066;60023736,2021-08-01,August 2021,Reliability Engineering and System Safety,09518320,13853,,Journal,212,,107540,,"In recent decades, the technology and techniques for condition monitoring have experienced a rapid development. However, there is still a need for reducing unnecessary inspections and/or preventive maintenance actions and their associated cost, through optimal design of condition-based maintenance (CBM) strategies. Accordingly, mathematical modelling and optimization of CBM has become of interest for industry managers and researchers. This work explores on the application of a piecewise deterministic Markov process (PDMP) to encompass different modelling assumptions as non-negligible maintenance delays and inspection-based condition monitoring. These assumptions are relevant for many critical infrastructures in civil engineering or in oil & gas industry whose deterioration states are classified at a very high level of abstraction among a finite and small set of possible states. A formalism to model this type of problems is proposed in which the deterministic motion of the PDMP is reduced to a trivial differential equation to track the time elapsed between events. A numerical scheme for quantification, as an approximation of the Chapman–Kolmogorov equation, is presented. Later, an illustration case dealing with CBM of road bridges by the NPRA (Norwegian Public Roads Administration) is presented, guiding through the modelling and quantification approach.",Condition-based maintenance | Monte Carlo simulation | Numerical analysis | Piecewise deterministic Markov process | Road bridges maintenance | Stochastic modelling,17,0,,,NTNU,undefined,Norges Teknisk-Naturvitenskapelige Universitet
2-s2.0-85106872144,10.3390/en14102888,,,Resilience quantification of smart distribution networks—a bird’s eye view perspective,re,Review,Belaid Y.N.,60106017;60029873,Université Paris-Saclay;Electricité de France,Gif-sur-Yvette;Paris,France;France,6,"Belaid, Youba Nait;Coudray, Patrick;Sanchez-Torres, José;Fang, Yi Ping;Zeng, Zhiguo;Barros, Anne",57224087723;57224084974;57224077185;55659850100;55348807500;7102745133,60029873-60106017;60029873;60029873;60106017;60106017;60106017,2021-05-02,2 May 2021,Energies,,62932,19961073,Journal,14,10,2888,,"The introduction of pervasive telecommunication devices, in the scope of smart grids (SGs), has accentuated interest in the distribution network, which integrates a huge portion of new grid applications. High impact low probability (HILP) events, such as natural hazards, manmade errors, and cyber-attacks, as well as the inherent fragility of the distribution grid have propelled the development of effective resilience tools and methods for the power distribution network (PDN) to avoid catastrophic infrastructural and economical losses. Multiple resilience evaluation frameworks are proposed in the literature in order to assist distribution system operators (DSOs) in managing their networks when faced with exogenous threats. We conduct detailed analysis of existing quantitative resilience studies in both electric and telecommunication domains of a PDN, focusing on event type, metrics, temporal phases, uncertainty, and critical load. Our work adopts the standpoint of a DSO, whose target is to identify feasible resilience assessment frameworks, which apply to pre-defined requirements in terms of resilience evaluation objectives (planning, reactive response, or simple assessment), time of evaluation, and available enhancement strategies. Finally, results and observations on selected works are presented, followed by discussion of identified challenges and opportunities.",Information and communication networks | Power networks | Quantification | Resilience | Smart grids,5,1,repositoryvor,Green,,undefined,
2-s2.0-85100051224,10.1016/j.ress.2020.107393,S0951832020308802,,Study of testing and maintenance strategies for redundant final elements in SIS with imperfect detection of degraded state,ar,Article,Zhang A.,60106017;60013141,Université Paris-Saclay;Norges Teknisk-Naturvitenskapelige Universitet,Gif-sur-Yvette;Trondheim,France;Norway,4,"Zhang, Aibo;Srivastav, Himanshu;Barros, Anne;Liu, Yiliu",57204952478;57204949765;7102745133;57225003303,60013141;60013141;60106017;60013141,2021-05-01,May 2021,Reliability Engineering and System Safety,09518320,13853,,Journal,209,,107393,,"Safety-instrumented systems (SISs) have been widely installed to lower risks of equipment/ process by performing the designed safety functions in cases of demands. Final elements remain dormant mostly in a low demand mode but become vulnerable due to degradation along with time. Tests and maintenances are key activities to prevent the SIS from any failures, including those thank to degradation, to activate upon demands. This paper models the degradation of SIS final elements by considering an intermediate degraded state between the working- and failed states. Sometimes, the actual system states are not distinguished perfectly during proof tests. Such imperfectness in state revealing, consequently, weakens the real performance of follow-up maintenances. The effects of imperfect degradation state revealing are quantified, together with three testing and maintenance strategies for 1-out-of-2 configured SISs. Time-dependent PFD of the system and cumulative life-cycle cost are then estimated in a finite service time. Numerical examples under proposed strategies are presented to provide clues in selection of optimal testing and maintenance strategies for 1oo2 final element in SISs.",Degrading final element | Imperfect state revealing | performance analysis | Safety-instrumented system | Testing and maintenance strategy,15,1,publisherhybridgold,Hybrid Gold,,309628,Norges Forskningsråd
2-s2.0-85092723073,10.1016/j.apm.2020.09.047,S0307904X20305680,,Reliability and maintenance analysis of a degradation-threshold-shock model for a system in a dynamic environment,ar,Article,Zhang N.,60023736;60016835;60013141,Université de Technologie de Troyes;Beijing Institute of Technology;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Beijing;Trondheim,France;China;Norway,4,"Zhang, Nan;Fouladirad, Mitra;Barros, Anne;Zhang, Jun",57714650800;24278533800;7102745133;57211379418,60016835;60023736;60013141;60016835,2021-03-01,March 2021,Applied Mathematical Modelling,0307904X,28065,,Journal,91,,,549-562,"In this paper, a degradation-threshold-shock model for a system in a dynamic environment is studied. Unlike most existing works assuming the independence between different failure mechanisms, this study considers a two-fold stochastic dependence between the degradation process and the shock arrival process. First, the evolutions of the two processes depend on the changing environment; secondly, shocks may trigger the system failure or increase the degradation level alternatively. The degradation is generally described by a monotone Stochastic process. Upon periodical inspection, the system is preventively replaced whenever its degradation level exceeds a pre-determined threshold or failure occurs. Under this policy, the reliability measures, the maintenance costs in the short-run and long-run, and the optimization of the maintenance cost with respect to the decision parameters: the preventive maintenance threshold and the inspection period are investigated. Theoretical results are presented and numerical examples are given to illustrate the applicability of the proposed model.",Availability | Condition-based maintenance | Degradation modelling | Dynamic environment | Reliability,18,0,,,NSFC,61827901,National Natural Science Foundation of China
