affil_name,status,valid_ids,affil_names_valid,invalid_ids,affil_names_invalid,eid,author,affil_city
"Industrial Engineering and Engineering Management Department, University of Sharjah",In HAL (Valid),554970,University of Sharjah [UoS],,,2-s2.0-85066308822,Aida Jebali,
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85054583331,Bernard Yannou,
"Department of Civil and Environmental Engineering, University of California",In HAL (Valid),471291,University of California [UC],,,2-s2.0-85054583331,Alissa Kendall,Davis
"Programa de Pós-Graduação em Administração, UFLA–Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85053338822,Rodrigo Marçal Gandia,Lavras
"Engineering Department DEG/UFLA, LMT–Terrestrial Mobility Laboratory, Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85053338822,Rodrigo Marçal Gandia,Lavras
"Departamento de Engenharia, UFLA–Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85053338822,Arthur Miranda Neto,Lavras
"Laboratoire Génie Industriel, CentraleSupélec, Université Paris Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85173942862,Mohamed Haythem Selmi,
"OASIS, ENIT, Université de Tunis El Manar",In HAL (Valid),"207896, 91738, 300862",Université de Tunis El Manar [UTM] | Optimisation des systèmes industriels et de services [Tunis] [OASIS] | Ecole Nationale d'Ingénieurs de Tunis [ENIT],,,2-s2.0-85173942862,Zied Jemai,
"LGI, Laboratoire Génie Industriel, Centralesupelec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85173912937,Selmen Boubaker,Paris
"FST Settat, Université Hassan 1er, Laboratoire d’Ingénierie, Mécanique, Management Industriel et Innovation",In HAL (Valid),301136,Université Hassan 1er [Settat],,,2-s2.0-85106825303,Asmaa Sabiri,Settat
"Complex Systems and Interactions, Ecole Centrale Casablanca, Laboratoire de Génie Industriel Centrale Supélec Paris",In HAL (Valid),446453,Ecole Centrale Casablanca,,,2-s2.0-85106825303,Fouad Riane,Casablanca
"HEC, University of Liège",In HAL (Valid),"322288, 536588, 93075","Université de Liège | HEC Liège | Faculté de Psychologie, Logopédie et Sciences de l'Education [University of Liège] [FPLSE]",,,2-s2.0-85106825303,Sabine Limbourg,Liège
"CENTRALESUPELEC, Industrial Engineering Research",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85079776341,Yiming Ma,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85079766872,Sarra Fakhfakh,
RENAULT,In HAL (Valid),300520,RENAULT,,,2-s2.0-85079766872,Sarra Fakhfakh,
CentraleSupélec,In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85079750311,Youssef Damak,
AKKA Technologies,In HAL (Valid),302428,AKKA Technologies,,,2-s2.0-85079750311,Youssef Damak,
"Laboratoire Génie Industriel, Centralsupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079749278,Naouress Fatfouta,Gif-Sur- Yvette
Renault SAS Technocentre,Not in HAL,,,,,2-s2.0-85079749278,Naouress Fatfouta,Guyancourt
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079748849,Yann Leroy,
"CentraleSupelec, Laboratoire Génie Industriel",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079743759,Lara Qasim,
Thales Technical Directorate,Not in HAL,,,,,2-s2.0-85079743759,Lara Qasim,
"CentraleSupelec, Laboratoire de Signaux et Systemes",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85079743759,Sorin Olaru,
Arts et Métiers ParisTech,In HAL (Valid),572489,Arts et Métiers ParisTech,,,2-s2.0-85079738253,Camille Jean,
"CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85079738253,François Cluzel,
"Laboratorie Génie Industriel(LGI), CentraleSupélec",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85077339154,Rodrigo Marçal Gandia,Gif-sur-Yvette
"Post-Graduate Program in Administration (PPGA), Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85077339154,Rodrigo Marçal Gandia,
"Terrestrial Mobility Laboratory (LMT), Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85077339154,Rodrigo Marçal Gandia,
"Department of Statistics (DES), Universidade Federal de Lavras",Not in HAL,,,,,2-s2.0-85077339154,Julia R. Oliveira,
"Laboratorie Génie Industriel(LGI), CentraleSupélec",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85077325707,Fabio Antonialli,
Universidade Federal de Lavras,In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85077325707,Fabio Antonialli,
"Terrestrial Mobility Laboratory (LMT), Universidade Federal de Lavras",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85077325707,Fabio Antonialli,
"Department of Automotive Engineering, Clemson University",In HAL (Valid),379090,Clemson University,,,2-s2.0-85076460459,Christiaan J.J. Paredis,Greenville
"Laboratoire Génie Industriel, CentraleSupélec, Université Paris Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85076377192,Bernard Yannou,Gif-sur-Yvette
WillBe Group,Not in HAL,,,,,2-s2.0-85075433482,Franck Cesar,Paris
"Systems Science and the Energy Challenge, Fondation Electricité de France, Laboratoire Génie Industriel, CentraleSupélec, Université Paris Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85069055724,Daogui Tang,Gif-sur-Yvette
"Centre for Research on Risk and Crises, Mines ParisTech, PSL Research University",In HAL (Valid),"564132, 301492",Université Paris sciences et lettres [PSL] | Mines Paris - PSL (École nationale supérieure des mines de Paris),,,2-s2.0-85069055724,Enrico Zio,Sophia Antipolis
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay, IRT SystemX",In HAL (Valid),"419361, 1043712, 363822, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay | IRT SystemX,,,2-s2.0-85065032174,Ouail Al Maghraoui,Palaiseau Cedex
"Laboratoire Génie Industriel, Centrale Supélec, Université Paris Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85064663322,Mohamed Haythem Selmi,
"LGI, Laboratoire Génie Industriel",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85064594663,Selmen Boubaker,"Centralesupelec, Paris"
ESSEC Business School,In HAL (Valid),301020,ESSEC Business School,,,2-s2.0-85064370226,Jan Lepoutre,Cergy-Pontoise
"LGI, CentraleSupélec, RITM Université Paris-Sud, VEDECOM Institute",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85064370226,Yannick Perez,Gif-Sur-Yvette
"GeePs, CNRS UMR 8507 CentraleSupélec, UPSud and UPMC",In HAL (Valid),"441569, 411575, 419361, 1051121, 413221",Sorbonne Université [SU] | CentraleSupélec | Laboratoire Génie électrique et électronique de Paris [GeePs] | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85064370226,Marc Petit,Gif-sur-Yvette
CEA-DAM (Commissariat À l'Energie Atomique - Direction des Applications Militaires),Not in HAL,,,,,2-s2.0-85063986347,Catherine Pointurier,Arpajon
"Programa de Pós-Graduação em Administração, Universidade Federal de Lavras (UFLA)",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85063448146,Bruna Habib Cavazza,"Lavras, Minas Gerais"
"Terrestrial Mobility Laboratory (LMT), Engineering Department (DEG), Universidade Federal de Lavras (UFLA)",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85063448146,Bruna Habib Cavazza,Lavras
"Laboratorie Génie Industriel (LGI), CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 411575",CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85063448146,Rodrigo Marçal Gandia,Gif-sur-Yvette
"Departamento de Engenharia, Universidade Federal de Lavras (UFLA)",In HAL (Valid),479561,Universidade Federal de Lavras = Federal University of Lavras [UFLA],,,2-s2.0-85063448146,Arthur De Miranda Neto,"Lavras, Minas Gerais"
"Chaire on Systems Science and the Energy Challenge, Fondation Electricité de France (EDF), Laboratoire Génie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85061919803,Enrico Zio,Gif-Sur-Yvette Cedex
"Ecole Nationale d’Ingénieurs de Tunis, Université de Tunis El Manar",In HAL (Valid),"207896, 300862",Université de Tunis El Manar [UTM] | Ecole Nationale d'Ingénieurs de Tunis [ENIT],,,2-s2.0-85060946769,M. Hasni,Tunis
"Ecole Nationale d’Ingénieurs de Carthage, Université de Carthage",In HAL (Valid),558936,Ecole Nationale d’Ingénieurs de Carthage [ENICARTHAGE],,,2-s2.0-85060946769,M.S. Aguir,Carthage
"LGI, Centrale Supelec, Université Paris Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85060946769,Z. Jemai,Paris
Reiner Lemoine Institute,Not in HAL,,,,,2-s2.0-85059015398,Philipp Blechinger,Berlin
Justus Liebig University of Giessen,Not in HAL,,,,,2-s2.0-85059015398,Catherina Cader,
"Paris Sud University, RITM, Faculty of Economics, Law and Management, LGI CentraleSupélec",Not in HAL,,,,,2-s2.0-85059015398,Yannick Perez,Gif Sur Yvette
"Institute of Logic and Computation, TU Wien",In HAL (Valid),19098,Vienna University of Technology [TU Wien],,,2-s2.0-85053784956,Günther R. Raidl,Vienna
Artificial Intelligence Research Institute (IIIA-CSIC),In HAL (Valid),"59715, 98227",Universitat Autònoma de Barcelona [UAB] | Artificial Intelligence Research Institute / Spanish Scientific Research Council [IIIA / CSIC],,,2-s2.0-85053784956,Christian Blum,
"Department of Business Administration, University of Vienna",In HAL (Valid),107975,University of Vienna [Vienna],,,2-s2.0-85049439572,Gerhard Hiermann,
"PUC-Rio, Pontifical Catholic University of Rio de Janeiro",In HAL (Valid),362752,Pontifícia Universidade Católica do Rio de Janeiro [Brasil] = Pontifical Catholic University of Rio de Janeiro [Brazil] = Université catholique pontificale de Rio de Janeiro [Brésil] [PUC-Rio],,,2-s2.0-85049439572,Thibaut Vidal,
"GeePs, CentraleSupélec, UPSud and UPMC",In HAL (Valid),"441569, 411575, 419361, 1051121, 413221",Sorbonne Université [SU] | CentraleSupélec | Laboratoire Génie électrique et électronique de Paris [GeePs] | Centre National de la Recherche Scientifique [CNRS] | Université Paris-Saclay,,,2-s2.0-85060185471,Olivier Borne,Gif sur Yvette
LGI Lab,Not in HAL,,,,,2-s2.0-85060185471,Yannick Perez,Gif surYvette
"Dpto. Economía, Contabilidad y Finanzas, Instituto Universitario de Ciencias Políticas y Sociales and Centro de Desigualdad Social y Gobernanza (CEDESOG), Universidad de La Laguna",Not in HAL,,,,,2-s2.0-85053383787,Francisco J. Ramos-Real,La Laguna
"Dpto. Economía, Contabilidad y Finanzas and Centro de Desigualdad Social y Gobernanza (CEDESOG), Universidad de La Laguna",Not in HAL,,,,,2-s2.0-85053383787,Alfredo Ramírez-Díaz,La Laguna
"University Paris-Sud, RITM Research Lab",Not in HAL,,,,,2-s2.0-85053383787,Yannick Perez,
"Chaire Armand Peugeot, LGI CentraleSupélec – ESSEC Business School",Not in HAL,,,,,2-s2.0-85053383787,Yannick Perez,Gif-sur-Yvette
"Dpto. Economía, Contabilidad y Finanzas e Instituto Universitario de Ciencias Políticas y Sociales. Facultad de Economía, Empresa y Turismo. Universidad de La Laguna",Not in HAL,,,,,2-s2.0-85051135197,Francisco J. Ramos-Real,
Centro de Desigualdad Social y Gobernanza (CEDESOG). Universidad de La Laguna. Camino la Hornera,Not in HAL,,,,,2-s2.0-85051135197,Francisco J. Ramos-Real,
"Researcher in Dpto.de Economía, Contabilidad y Finanzas de la Universidad de La Laguna. Camino la Hornera",Not in HAL,,,,,2-s2.0-85051135197,Josue Barrera-Santana,
Réseaux Innovation Territoire et Mondialisation Université Paris-Sud,Not in HAL,,,,,2-s2.0-85051135197,Yannick Perez,Orsay
LGI CentraleSupélec,Not in HAL,,,,,2-s2.0-85051135197,Yannick Perez,Gif-sur- Yvette
Palais Brongniart,Not in HAL,,,,,2-s2.0-85049085832,Quentin Hoarau,Paris
"LGI, CentraleSupélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85049085832,Yannick Perez,Châtenay-Malabry
"Industrial Engineering and Engineering Management Dept., University of Sharjah",In HAL (Valid),350478,American University of Sharjah,,,2-s2.0-85055548346,Ali Cheaitou,Sharjah
"Electrical and Computer Engineering Dept., University of Sharjah",In HAL (Valid),350478,American University of Sharjah,,,2-s2.0-85055548346,Maamar Bettayeb,Sharjah
"Laboratoire Genie Industriel, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85046702732,Michael Saidani,CentraleSupélec
"Laboratoire Genie Industriel, CentraleSupélec, Université Paris-Saclay",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85042438000,Julien Ventroux,Chatenay-Malabry
Renault SA,Not in HAL,,,,,2-s2.0-85052330487,Yann Chazal,
Knowledge Inside,Not in HAL,,,,,2-s2.0-85052330487,Samuel Boutin,Versailles
"RITM Université Paris-Sud, and LGI, CentraleSupélec",In HAL (Valid),411575,CentraleSupélec,,,2-s2.0-85046372297,Yannick Perez,Gif-sur-Yvette
"Département d'Informatique, Université d'Oran 1 Ahmed Ben Bella",In HAL (Valid),480851,Université d'Oran 1 Ahmed Ben Bella [Oran],,,2-s2.0-85051440632,Omar Rafik Merad Boudia,
"IRT Systemx, Paris Saclay",In HAL (Valid),"419361, 363822",Université Paris-Saclay | IRT SystemX,,,2-s2.0-85051440632,Hichem Sedjelmaci,
"DRIVE EA1859, Univ. Bourgogne Franche Comté",In HAL (Valid),"496979, 300270, 426438",Université de Bourgogne [UB] | Université Bourgogne Franche-Comté [COMUE] [UBFC] | Département de Recherche en Ingénierie des Véhicules pour l'Environnement [Nevers] [DRIVE],,,2-s2.0-85051440632,Sidi Mohammed Senouci,
"Chair Systems Science and the Energy Challenge, Fondation Electricité de France (EDF)",Not in HAL,,,,,2-s2.0-85046172210,Adam F Abdin,
"I-tésé, CEA Saclay, Université Paris-Saclay",In HAL (Valid),"419361, 40104, 92792",Institut Technico-Economie [TECH ECO (ex-ITESE)] | CEA-Direction des Energies (ex-Direction de l'Energie Nucléaire) [CEA-DES (ex-DEN)] | Université Paris-Saclay,,,2-s2.0-85048158319,Martin Leurent,
"Laboratoire Genie Industriel, CentraleSupelec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85048158319,Martin Leurent,
SBEM,Not in HAL,,,,,2-s2.0-85048158319,Sébastien Sylvestre,Grenoble
"OASIS - ENIT, University of Tunis El Manar",In HAL (Valid),1061809,University of Tunis El Manar,,,2-s2.0-85048994239,Zied Jemai,Tunis
"LGI, Centrale Supelec, Paris Saclay University",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85048994239,Evren Sahin,Chatnay-Malabry Cedex
"Departamento de Economía, Contabilidad y Finanzas, Universidad de La Laguna",Not in HAL,,,,,2-s2.0-85048599247,Maria Gracia Rodríguez-Brito,Santa Cruz de Tenerife
"Departamento de Economía, Contabilidad y Finanzas, Centro de Estudios de Desigualdad Social y Gobernanza (CEDESOG), Universidad de La Laguna",Not in HAL,,,,,2-s2.0-85048599247,Alfredo J. Ramírez-Díaz,Santa Cruz de Tenerife
"Departamento de Economía, Contabilidad y Finanzas, Instituto Universitario de Ciencias Políticas y Sociales, Universidad de La Laguna, Centro de Estudios de Desigualdad Social y Gobernanza (CEDESOG)",Not in HAL,,,,,2-s2.0-85048599247,Francisco J. Ramos-Real,Santa Cruz de Tenerife
"RITM, Faculté Jean Monnet, Université Paris-Sud",In HAL (Valid),"1051119, 419361",Réseaux Innovation Territoires et Mondialisation [RITM] | Université Paris-Saclay,,,2-s2.0-85048599247,Yannick Perez,Sceaux
Paris Saclay Efficacité Énergétique (PS2E),Not in HAL,,,,,2-s2.0-85048953859,Romain Farel,Saclay
"Department of Mechanical Engineering, Politecnico di Milano",In HAL (Valid),"125443, 1030855",Politecnico di Milano [Milan] [POLIMI] | Dipartimento di Meccanica = Department of Mechanical Engineering [Politecnico Milano] [POLIMI],,,2-s2.0-85029599383,Andrea Matta,Milano
"Département Génie Industriel, INSA de Lyon",In HAL (Valid),"301088, 301232, 219748",Institut National des Sciences Appliquées de Lyon [INSA Lyon] | Université de Lyon | Institut National des Sciences Appliquées [INSA],,,2-s2.0-85029599383,Alain Guinet,Villeurbanne cedex
"Laboratoire Génie Industriel, Centrale Supélec",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85029599383,Evren Sahin,Châtenay-Malabry
"Research Center of Operations Management, KU Leuven",In HAL (Valid),300656,Catholic University of Leuven = Katholieke Universiteit Leuven [KU Leuven],,,2-s2.0-85029599383,Nico Vandaele,Kortrijk
"DRIVE EA1859, University of Bourgogne",In HAL (Valid),"496979, 300270, 426438",Université de Bourgogne [UB] | Université Bourgogne Franche-Comté [COMUE] [UBFC] | Département de Recherche en Ingénierie des Véhicules pour l'Environnement [Nevers] [DRIVE],,,2-s2.0-85046804219,Mohamed Attia,Nevers
University of Technology at Belfort-Montbéliard,Not in HAL,,,,,2-s2.0-85046804219,Daniela Chrenko,Belfort
"I-tésé, CEA Saclay, Université Paris-Saclay",In HAL (Valid),"419361, 40104, 92792",Institut Technico-Economie [TECH ECO (ex-ITESE)] | CEA-Direction des Energies (ex-Direction de l'Energie Nucléaire) [CEA-DES (ex-DEN)] | Université Paris-Saclay,,,2-s2.0-85042279209,Frédéric Jasserand,Gif-sur-Yvette
VTT Technical Research Centre of Finland,In HAL (Valid),240589,VTT Technical Research Centre of Finland [VTT],,,2-s2.0-85042279209,Miika Rämä,VTT
"School of Business, Engineering and Science, Halmstad University",In HAL (Valid),459411,Halmstad University,,,2-s2.0-85042279209,Urban Persson,Halmstad
"CentraleSupélec, Université Paris-Saclay, Laboratoire Genie Industriel",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85041118760,Oualid Jouini,Chatenay-Malabry
"I-tésé CEA, Université Paris-Saclay",In HAL (Valid),419361,Université Paris-Saclay,,,2-s2.0-85048156038,Martin Leurent,Gif-sur-Yvette
"Laboratoire Genie Industriel, CentraleSupÃ©lec, UniversitÃ© Paris-Saclay",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85065308387,Andreas M. Hein,Gif-sur-Yvette
"Sorbonne Universités, Université de Technologie de Compiègne, CNRS, UMR 7337 Roberval, Centre de Recherche Royallieu - CS 60 319",In HAL (Valid),"441569, 93027",Centre National de la Recherche Scientifique [CNRS] | Université de Technologie de Compiègne [UTC],,,2-s2.0-85058510484,Cong Cuong Pham,Compiègne Cedex
"CentraleSupélec, Laboratoire Genie Industriel, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85058510484,Flore Vallet,Paris
APESA,In HAL (Valid),555877,APESA [Pau],,,2-s2.0-85058510484,Benjamin Tyl,Saintes
"Laboratoire QUARTZ, Supmeca",In HAL (Valid),"265277, 1073617, 11141, 1073618",Université Paris 8 Vincennes-Saint-Denis [UP8] | Ecole Nationale Supérieure de l'Electronique et de ses Applications [ENSEA] | ISAE-Supméca Institut Supérieur de Mécanique de Paris [ISAE-Supméca] | Laboratoire QUARTZ [QUARTZ ],,,2-s2.0-85058510484,Olivier Pialot,Saint-Ouen
"Laboratoire Génie Industriel (LGI), CentraleSupélec, Université Paris-Saclay",In HAL (Valid),"419361, 1043712, 411575",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85057731411,Diya Moubdi,
iWips Imagine Your World in Progress,Not in HAL,,,,,2-s2.0-85057731411,Diya Moubdi,Paris
"Laboratoire Genie Industriel, CentraleSupélec Universite Paris-Saclay",In HAL (Valid),"411575, 1042314, 419361, 300024","CentraleSupélec | Sondra, CentraleSupélec, Université Paris-Saclay [SONDRA] | ONERA | Université Paris-Saclay",,,2-s2.0-85056991165,Alexandre Bekhradi,Gif-sur-Yvette
"Department of Mechanical Engineering, McGill University",In HAL (Valid),"134741, 452369","Department of Mechanical Engineering [Montréal] | McGill University = Université McGill [Montréal, Canada]",,,2-s2.0-85056991165,Michael Kokkolaras,Montréal
"CentraleSupélec, Laboratoire Genie Industriel",Not in HAL,,,,,2-s2.0-85055132558,N. Rousselon Fatfouta,Massy
"CentraleSupélec, Laboratoire Genie Industriel",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85055120041,G. Lamé,Gif-sur-Yvette
"CentraleSupélec, LGI",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85054981298,B. Poulain,Gif-sur-Yvette
"CentraleSupélec, Laboratoire Génie Industriel",Not in HAL,,,,,2-s2.0-85054928556,Y. Damak,Chaville
ESSEC Business School,In HAL (Valid),301020,ESSEC Business School,,,2-s2.0-85050794399,Carole Donada,Cergy Pontoise Cedex
"RITM, University Paris-Sud",Not in HAL,,,,,2-s2.0-85050794399,Yannick Perez,Orsay
"IEFE, Bocconi University",In HAL (Valid),330935,"Bocconi University [Milan, Italy]",,,2-s2.0-85049062748,Miguel Vazquez,Milan
"Florence School of Regulation, European University Institute",In HAL (Valid),169834,European University Institute [EUI],,,2-s2.0-85049062748,Miguel Vazquez,Florence
"Faculty of Economics, Fluminense Federal University",In HAL (Valid),249563,Fluminense Federal University [Niterói],,,2-s2.0-85049062748,Michelle Hallack,Niteroi
"RITM, Armand Peugeot Chair, CentraleSupélec-ESSEC Business School, Université Paris-Sud and LGI Centrale Supelec, LGI",In HAL (Valid),"411575, 1043712, 419361",Laboratoire Génie Industriel [LGI] | CentraleSupélec | Université Paris-Saclay,,,2-s2.0-85049062748,Yannick Perez,"Gif sur Yvette, Paris"
"Laboratoire de Génie Mécanique, Ecole Nationale D’Ingénieurs de Monastir",In HAL (Valid),"301008, 302159, 450279",Laboratoire de Génie Mécanique [Monastir] [LGM / ENIM] | Université de Monastir - University of Monastir [UM] | École Nationale d’Ingénieurs de Monastir [ENIM],,,2-s2.0-85036664153,Raoudha Gaha,Monastir
"Laboratoire de Génie Industriel, Ecole Centrale de Paris",Not in HAL,,,,,2-s2.0-85036664153,Bernard Yannou,Châtenay-Malabry
"Department of Economics, Helm holtz Centre for Environmental Research – UFZ",In HAL (Valid),163272,Department of Economics,,,2-s2.0-85027568084,Klaas Korte,Leipzig
"Department of Industrial Engineering and Management, Faculty of Engineering and Architecture, American University of Beirut",In HAL (Valid),91564,American University of Beirut [Beyrouth] [AUB],,,2-s2.0-85016553460,Hadi Jaber,Beirut
Strategy of Quality Management Department,Not in HAL,,,,,2-s2.0-85016553460,Hadi Jaber,Guyancourt
